"Agency","Subagency","Title","accountID","Obligation"
"Department of Energy","Power Marketing Administration","Continuing Fund, Southwestern Power Administration",2774,0
"Department of Energy","Power Marketing Administration","Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",2755,327766541.53
"Department of Energy","Power Marketing Administration","Western Area Power Administration, Borrowing Authority, Recovery Act.",2746,2569655.03
"Department of Energy","Power Marketing Administration","Emergency Fund, Western Area Power Administration",2756,0
"Department of Energy","Power Marketing Administration","Falcon and Amistad Operating and Maintenance Fund",2758,2549090.31
"Department of Energy","Power Marketing Administration","Colorado River Basins Power Marketing Fund, Western Area Power Administration",2748,62768996.61
"Department of Energy","Power Marketing Administration","Bonneville Power Administration Fund",2744,1613910338.6
"Department of Energy","Departmental Administration","Departmental Administration",2709,110765263.96
"Department of Energy","Departmental Administration","Gifts and Donations, Department of Energy",2792,8500.27
"Department of Energy","Departmental Administration","Departmental Administration - Recovery Act",2742,0
"Department of Energy","Departmental Administration","Office of the Inspector General",2713,23882014.64
"Department of Energy","Departmental Administration","Office of the Inspector General, Recovery Act",2714,0
"Department of Energy","Departmental Administration","Working Capital Fund",2751,70749366.51
"Department of Health and Human Services","Food and Drug Administration","Salaries and Expenses",2369,2057027744.44
"Department of Health and Human Services","Food and Drug Administration","Building and Facilities",2371,1178870.85
"Department of Health and Human Services","Food and Drug Administration","Cooperative Research and Development",2489,115084.99
"Department of Health and Human Services","Food and Drug Administration","Payment to the FDA Innovation account, CURES Act",2329,0
"Department of Health and Human Services","Food and Drug Administration","Revolving Fund for Certification and Other Services",2476,3809723.75
"Department of Health and Human Services","Health Resources and Services Administration","Health Resources and Services",2337,14289893.91
"Department of Health and Human Services","Health Resources and Services Administration","Health Centers Malpractice Claims",2348,78345494.99
"Department of Health and Human Services","Health Resources and Services Administration","Free Clinics Malpractice Claims Fund",2333,0
"Department of Health and Human Services","Health Resources and Services Administration","Primary Health Care Access",2339,90438616.53
"Department of Health and Human Services","Health Resources and Services Administration","Community Health Center Fund",2313,0
"Department of Health and Human Services","Health Resources and Services Administration","Health Workforce",2340,139397709.32
"Department of Health and Human Services","Health Resources and Services Administration","Primary Health Care",2346,956094175.16
"Department of Health and Human Services","Health Resources and Services Administration","Maternal and Child Health",2341,303422725.64
"Department of Health and Human Services","Health Resources and Services Administration","Ryan White HIV/AIDS Program",2342,355487866.33
"Department of Health and Human Services","Health Resources and Services Administration","Health Care Systems",2343,11214626
"Department of Health and Human Services","Health Resources and Services Administration","Rural Health",2344,2305513.28
"Department of Health and Human Services","Health Resources and Services Administration","Family Planning",2345,3806859.87
"Department of Health and Human Services","Health Resources and Services Administration","Program Management",2347,74981272.19
"Department of Health and Human Services","Health Resources and Services Administration","Vaccine Injury Compensation",2331,0
"Department of Health and Human Services","Health Resources and Services Administration","Covered Countermeasure Process Fund",2335,538364.28
"Department of Health and Human Services","Health Resources and Services Administration","Maternal, Infant, and Early Childhood Home Visiting Programs",2332,28632831.29
"Department of Health and Human Services","Health Resources and Services Administration","Health Education Assistance Loans Program Account",2334,0
"Department of Health and Human Services","Health Resources and Services Administration","Vaccine Injury Compensation Program Trust Fund",2514,162035449.59
"Department of Health and Human Services","Indian Health Service","Indian Health Services",2351,2650133824.5
"Department of Health and Human Services","Indian Health Service","Consolidated Working Fund",2471,0
"Department of Health and Human Services","Indian Health Service","Contract Support Costs",2336,333908303.47
"Department of Health and Human Services","Indian Health Service","Indian Health Facilities",2352,158212364.49
"Department of Health and Human Services","Indian Health Service","IHS Quarters and Maintenance",2486,3465375.53
"Department of Health and Human Services","Centers for Disease Control and Prevention","Birth Defects, Developmental Disabilities, Disabilities and Health",2439,36765180.65
"Department of Health and Human Services","Centers for Disease Control and Prevention","CDC-Wide Activities and Program Support",2426,668908365.22
"Department of Health and Human Services","Centers for Disease Control and Prevention","Cooperative Research and Development Agreements, Centers for Disease Control",2488,75455.34
"Department of Health and Human Services","Centers for Disease Control and Prevention","Public Health Preparedness and Response",2438,257191457.33
"Department of Health and Human Services","Centers for Disease Control and Prevention","Global Health",2437,154522350
"Department of Health and Human Services","Centers for Disease Control and Prevention","Energy Employees Occupational Illness Compensation Program",2436,41781940.7
"Department of Health and Human Services","Centers for Disease Control and Prevention","National Institute for Occupational Safety and Health",2435,114638612.76
"Department of Health and Human Services","Centers for Disease Control and Prevention","Injury Prevention and Control",2434,69393875.21
"Department of Health and Human Services","Centers for Disease Control and Prevention","Immunization and Respiratory Diseases",2433,459521027.66
"Department of Health and Human Services","Centers for Disease Control and Prevention","HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tuberculosis Prevention",2432,425204507.25
"Department of Health and Human Services","Centers for Disease Control and Prevention","Emerging and Zoonotic Infectious Diseases",2431,188978777.97
"Department of Health and Human Services","Centers for Disease Control and Prevention","Chronic Disease Prevention and Health Promotion",2430,187285176.28
"Department of Health and Human Services","Centers for Disease Control and Prevention","Environmental Health",2429,48903948.41
"Department of Health and Human Services","Centers for Disease Control and Prevention","Public Health Scientific Services",2440,181453981.5
"Department of Health and Human Services","Centers for Disease Control and Prevention","Buildings and Facilities",2441,378479.26
"Department of Health and Human Services","Centers for Disease Control and Prevention","CDC Working Capital Fund",2484,248527055
"Department of Health and Human Services","Centers for Disease Control and Prevention","Toxic Substances and Environmental Public Health, Agency for Toxic Substances and Disease Registry",2427,37206007.01
"Department of Health and Human Services","Centers for Disease Control and Prevention","World Trade Center Health Program Fund",2428,157089901.57
"Department of Health and Human Services","National Institutes of Health","National Library of Medicine",2372,155351405.8
"Department of Health and Human Services","National Institutes of Health","John E. Fogarty International Center",2375,21850904.37
"Department of Health and Human Services","National Institutes of Health","Building and Facilities",2376,49030205.72
"Department of Health and Human Services","National Institutes of Health","National Institute on Aging",2380,402997705.55
"Department of Health and Human Services","National Institutes of Health","Eunice Kennedy Shriver National Institute of Child Health and Human Development",2381,448854094.14
"Department of Health and Human Services","National Institutes of Health","Office of the Director",2383,303477202.41
"Department of Health and Human Services","National Institutes of Health","National Cancer Institute",2386,1740279771.01
"Department of Health and Human Services","National Institutes of Health","National Institute of General Medical Sciences",2388,650434039.5
"Department of Health and Human Services","National Institutes of Health","National Institute of Environmental Health Sciences",2390,280119824.25
"Department of Health and Human Services","National Institutes of Health","National Heart, Lung, and Blood Institute",2393,1208106443.68
"Department of Health and Human Services","National Institutes of Health","National Institute of Dental and Craniofacial Research",2394,145755178.13
"Department of Health and Human Services","National Institutes of Health","National Institute of Diabetes and Digestive and Kidney Diseases",2398,552676260.38
"Department of Health and Human Services","National Institutes of Health","National Institute of Allergy and Infectious Diseases",2399,2245441455.48
"Department of Health and Human Services","National Institutes of Health","National Institute of Neurological Disorders and Stroke",2400,526902120.75
"Department of Health and Human Services","National Institutes of Health","National Eye Institute",2401,283361647.79
"Department of Health and Human Services","National Institutes of Health","National Institute Arthritis and Musculoskeletal and Skin Diseases",2402,154155995.5
"Department of Health and Human Services","National Institutes of Health","National Institute of Nursing Research",2403,46081257.86
"Department of Health and Human Services","National Institutes of Health","National Institute on Deafness and Other Communication Disorders",2404,184316038.05
"Department of Health and Human Services","National Institutes of Health","National Human Genome Research Institute",2405,191074407.46
"Department of Health and Human Services","National Institutes of Health","National Institute of Mental Health",2406,507657613.72
"Department of Health and Human Services","National Institutes of Health","National Institute on Drug Abuse",2407,444453468.7
"Department of Health and Human Services","National Institutes of Health","National Institute on Alcohol Abuse and Alcoholism",2408,143837062.5
"Department of Health and Human Services","National Institutes of Health","National Institutes of Health",2487,4945040.93
"Department of Health and Human Services","National Institutes of Health","National Institutes of Health Management Fund",2473,343937172.44
"Department of Health and Human Services","National Institutes of Health","Services and Supply Fund",2485,807961954.34
"Department of Health and Human Services","National Institutes of Health","National Center for Complementary and Integrative Health",2409,32372907.51
"Department of Health and Human Services","National Institutes of Health","National Institute on Minority Health and Health Disparities",2410,88141913.72
"Department of Health and Human Services","National Institutes of Health","National Institute of Biomedical Imaging and Bioengineering",2411,93285059.47
"Department of Health and Human Services","National Institutes of Health","National Center for Advancing Translational Sciences",2396,82225512.17
"Department of Health and Human Services","National Institutes of Health","Payment to the NIH Innovation account, CURES Act",2328,0
"Department of Health and Human Services","Substance Abuse and Mental Health Services Administration","Health Surveillance and Program Support",2445,47665402.51
"Department of Health and Human Services","Substance Abuse and Mental Health Services Administration","Mental Health",2446,290408605.61
"Department of Health and Human Services","Substance Abuse and Mental Health Services Administration","Substance Abuse Prevention",2448,11694376.19
"Department of Health and Human Services","Substance Abuse and Mental Health Services Administration","Substance Abuse Treatment",2447,591639895.09
"Department of Health and Human Services","Agency for Healthcare Research and Quality","Healthcare Research and Quality",2467,111012954.25
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Grants to States for Medicaid",2358,230252454145.15
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Grants to States for Medicaid, Recovery Act",2362,2286249.62
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","State Grants and Demonstrations",2361,32846490.22
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Payments to Health Care Trust Funds",2367,158250594046.97
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Payments for Credits against Health Care Contributions",2359,2025.02
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Taxation on OASDI Benefits",2368,4916000000
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Payments to Federal Hospital Insurance Trust Fund",2469,28159292.25
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Quality Improvement Organizations",2363,131698226.03
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Program Management",2357,2353441216.4
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Program Management - Recovery Act",2356,34755145.33
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Health Insurance Consumer Information",2302,0
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Patient Protection and Affordable Care - Program Management",2355,7861030.73
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Children's Health Insurance Fund",2360,13104979069.08
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Center for Medicare and Medicaid Innovation",2365,413285436.94
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Child Enrollment Contingency Fund",2491,0
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Medicare Health Information Technology Incentive Payments, Recovery Act",2354,1153054558.42
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Rate Review Grants",2303,25547052.53
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Pre-Existing Condition Insurance Plan Program",2304,64943678.79
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Early Retiree Reinsurance Program",2305,0
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Affordable Insurance Exchange Grants",2306,3033801.66
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Risk Adjustment Program Payments",2495,354605356.3
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Transitional Reinsurance Program",2496,4617876838.81
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Consumer Operated and Oriented Plan Program Contingency Fund",2366,789376
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Consumer Operated and Oriented Plan Program Account",2309,0
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Federal Hospital Insurance Trust Fund",2511,147320072911.28
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Health Care Fraud and Abuse Control Account",2523,939888167.84
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Federal Supplementary Medical Insurance Trust Fund",2510,152784245907.79
"Department of Health and Human Services","Centers for Medicare and Medicaid Services","Medicare Prescription Drug Account, Federal Supplementary Insurance Trust Fund",2522,42615955949.78
"Department of Health and Human Services","Administration for Children and Families","Temporary Assistance for Needy Families",2464,8450082599.81
"Department of Health and Human Services","Administration for Children and Families","Contingency Fund",2456,574445328
"Department of Health and Human Services","Administration for Children and Families","Emergency Contingency Fund for State Temporary Assistance for Needy Family Programs - Recovery Act",2457,0
"Department of Health and Human Services","Administration for Children and Families","Payments to States for Child Support Enforcement and Family Support Programs",2449,1965308448.69
"Department of Health and Human Services","Administration for Children and Families","Low Income Home Energy Assistance",2450,3009699350.11
"Department of Health and Human Services","Administration for Children and Families","Refugee and Entrant Assistance",2451,1208617326.49
"Department of Health and Human Services","Administration for Children and Families","Promoting Safe and Stable Families",2453,272824311.35
"Department of Health and Human Services","Administration for Children and Families","Child Care Entitlement to States",2463,1677192878.84
"Department of Health and Human Services","Administration for Children and Families","Payments to States for the Child Care and Development Block Grant",2454,1553046716.46
"Department of Health and Human Services","Administration for Children and Families","Social Services Block Grant",2458,919579755.87
"Department of Health and Human Services","Administration for Children and Families","Children and Families Services Programs",2459,4392852279.07
"Department of Health and Human Services","Administration for Children and Families","Children's Research and Technical Assistance",2465,16640129.46
"Department of Health and Human Services","Administration for Children and Families","Payments to States for Foster Care and Permanency",2461,3986748970.16
"Department of Health and Human Services","Administration for Community Living","Aging and Disability Services Programs",2323,906107747.27
"Department of Health and Human Services","Departmental Management","General Departmental Management",2311,185235984.46
"Department of Health and Human Services","Departmental Management","Payment to the State Response to the Opioid Abuse Crisis account, CURES Act",2327,0
"Department of Health and Human Services","Departmental Management","Office for Civil Rights",2319,17126302.61
"Department of Health and Human Services","Departmental Management","Office of the National Coordinator for Health Information Technology",2317,21259176.19
"Department of Health and Human Services","Departmental Management","Office of the National Coordinator for Health Information Techno, Recovery Act",2318,0
"Department of Health and Human Services","Departmental Management","Office of Medicare Hearings and Appeals",2320,45598123.9
"Department of Health and Human Services","Departmental Management","Public Health and Social Services Emergency Fund",2321,632180322.76
"Department of Health and Human Services","Departmental Management","Transfers from the Patient-Centered Outcomes Research Trust Fund",2326,26889780.36
"Department of Health and Human Services","Departmental Management","Nonrecurring Expenses Fund",2314,59033079.78
"Department of Health and Human Services","Departmental Management","Health Insurance Reform Implementation Fund",2310,3338.89
"Department of Health and Human Services","Departmental Management","Prevention and Public Health Fund",2307,0
"Department of Health and Human Services","Departmental Management","Pregnancy Assistance Fund",2308,271809.98
"Department of Health and Human Services","Departmental Management","Section 241 Evaluation Transactions Account",2470,200000005.3
"Department of Health and Human Services","Program Support Center","Retirement Pay and Medical Benefits for Commissioned Officers",2349,285251857.83
"Department of Health and Human Services","Program Support Center","HHS Accrual Contribution to the Uniformed Services Retiree Health Care Fund",2330,27873208
"Department of Health and Human Services","Program Support Center","Scientific Activities Overseas",2442,0
"Department of Health and Human Services","Program Support Center","Public Health Emergency Fund",2443,0
"Department of Health and Human Services","Program Support Center","Service, Supply, and Other Funds",2483,672265043.3
"Department of Health and Human Services","Program Support Center","Contributions, Indian Health Facilities",2512,6711119.67
"Department of Health and Human Services","Program Support Center","Miscellaneous Trust Funds",2515,0
"Department of Health and Human Services","Program Support Center","National Institutes of Health Unconditional Gift Fund",2516,611971.34
"Department of Health and Human Services","Program Support Center","Unconditional Gift Fund, Health Resources and Services Administration",2517,0
"Department of Health and Human Services","Program Support Center","Centers for Disease Control",2518,9648713.13
"Department of Health and Human Services","Program Support Center","National Institutes of Health Conditional Gift Fund",2519,14666016.56
"Department of Health and Human Services","Program Support Center","Public Health Service Conditional Gift Fund",2520,0
"Department of Health and Human Services","Program Support Center","Patients' Benefit Fund, National Institutes of Health",2529,0
"Department of Health and Human Services","Program Support Center","Patients' Benefit Fund, Public Health Service Hospitals",2530,550
"Department of Health and Human Services","Program Support Center","Gifts and Donations, Administration on Aging",2524,0
"Department of Health and Human Services","Program Support Center","Gifts and Donations, Indian Health Service",2525,31920.87
"Department of Health and Human Services","Program Support Center","Gifts and Donations, Agency for Healthcare Research and Quality",2526,907456.54
"Department of Health and Human Services","Program Support Center","Gifts and Donations Substance Abuse and Mental Health Administration",2527,0
"Department of Health and Human Services","Program Support Center","Gifts and Donations, Office of the Secretary",2528,0
"Department of Health and Human Services","Office of the Inspector General","Office of the Inspector General",2315,181160523.66
"Department of Health and Human Services","Office of the Inspector General","Office of the Inspector General, Recovery Act",2316,0
"Department of Homeland Security","Office of the Secretary and Executive Management","Operations and Support",2053,67164892.68
"Department of Homeland Security","Office of the Secretary and Executive Management","Counterterrorism Fund",2054,0
"Department of Homeland Security","Office of the Secretary and Executive Management","Office of the Secretary and Executive Management",2056,3982843.72
"Department of Homeland Security","Office of the Secretary and Executive Management","Gifts and Donations",2199,0
"Department of Homeland Security","Office of the Under Secretary for Management","Operations and Support",2058,281460457.45
"Department of Homeland Security","Office of the Under Secretary for Management","Office of the Undersecretary for Management",2057,8247516.26
"Department of Homeland Security","Office of the Under Secretary for Management","Department-Wide Technology Investments",2055,2497840.43
"Department of Homeland Security","Office of the Under Secretary for Management","Office of the Chief Information Officer",2059,9716945.07
"Department of Homeland Security","Office of the Under Secretary for Management","Procurement, Construction, and Improvements",2072,7543134.57
"Department of Homeland Security","Office of the Under Secretary for Management","Research and Development",2141,10000
"Department of Homeland Security","Office of the Under Secretary for Management","Working Capital Fund",2155,209640781.79
"Department of Homeland Security","Analysis and Operations","Operations and Support",2060,102092773.08
"Department of Homeland Security","Office of the Inspector General","Operations and Support",2064,85693562.64
"Department of Homeland Security","Office of the Inspector General","Operating Expenses, Recovery Act",2065,0
"Department of Homeland Security","U.S. Customs and Border Protection","Operations and Support",2089,6113009608.58
"Department of Homeland Security","U.S. Customs and Border Protection","Customs and Border Protection",2081,400701.31
"Department of Homeland Security","U.S. Customs and Border Protection","Other Border Protection",2178,11466100.15
"Department of Homeland Security","U.S. Customs and Border Protection","Immigration User Fee",2158,235827444.46
"Department of Homeland Security","U.S. Customs and Border Protection","Land Border Inspection Fee",2160,23311753
"Department of Homeland Security","U.S. Customs and Border Protection","Immigration Support",2169,1492554.94
"Department of Homeland Security","U.S. Customs and Border Protection","Customs User Fees",2179,320438650.11
"Department of Homeland Security","U.S. Customs and Border Protection","Violent Crime Reduction Program",2205,0
"Department of Homeland Security","U.S. Customs and Border Protection","Border Security Fencing, Infrastructure, and Technology",2092,77561503.73
"Department of Homeland Security","U.S. Customs and Border Protection","Automation Modernization, Customs and Border Protection",2090,16703507.66
"Department of Homeland Security","U.S. Customs and Border Protection","Procurement, Construction, and Improvements",2091,52449819.38
"Department of Homeland Security","U.S. Customs and Border Protection","Air and Marine Interdiction, Operations, Maintenance, and Procurement",2100,21003737.25
"Department of Homeland Security","U.S. Customs and Border Protection","Advanced Training Center Revolving Fund",2156,0
"Department of Homeland Security","U.S. Customs and Border Protection","Enhanced Inspectional Services",2153,4856402.05
"Department of Homeland Security","U.S. Customs and Border Protection","Refunds, Transfers, and Expenses of Operation, Puerto Rico",2177,30041999.17
"Department of Homeland Security","U.S. Customs and Border Protection","Payments to Wool Manufacturers",2170,0
"Department of Homeland Security","U.S. Customs and Border Protection","International Registered Traveler",2172,39512420.52
"Department of Homeland Security","U.S. Customs and Border Protection","Electronic System for Travel Authorization",2175,12935196.34
"Department of Homeland Security","U.S. Customs and Border Protection","APEC Business Travel Card",2174,0
"Department of Homeland Security","U.S. Customs and Border Protection","9-11 Response and Biometric Exit Account",2181,3329379.08
"Department of Homeland Security","U.S. Customs and Border Protection","US Customs Refunds, Transfers and Expenses, Unclaimed and Abandoned Goods",2209,765809.73
"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Operations and Support",2096,3383668330.27
"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Immigration and Customs Enforcement",2082,0
"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Student and Exchange Visitor Program",2163,74571252.33
"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Violent Crime",2208,0
"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Breached Bond Detention Fund",2162,21237992.32
"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Immigration User Fee Account, BICE",2164,85371593.39
"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Detention and Removal Operations",2171,0
"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Automation Modernization, Immigration and Customs Enforcement",2099,8009818.81
"Department of Homeland Security","U.S. Immigration and Customs Enforcement","Procurement, Construction, and Improvements",2101,2303917.52
"Department of Homeland Security","Transportation Security Administration","Operations and Support",2103,3242023331.6
"Department of Homeland Security","Transportation Security Administration","Salaries and Expenses",2084,0
"Department of Homeland Security","Transportation Security Administration","Federal Air Marshals",2097,17515.26
"Department of Homeland Security","Transportation Security Administration","Unclaimed Checkpoint Money",2167,32483.5
"Department of Homeland Security","Transportation Security Administration","Airport Checkpoint Screening Fund",2173,93017.22
"Department of Homeland Security","Transportation Security Administration","Surface Transportation Security",2104,470717.17
"Department of Homeland Security","Transportation Security Administration","Intelligence and Vetting",2108,24624449.06
"Department of Homeland Security","Transportation Security Administration","Transportation Security Support, TSA, Homeland Security",2106,10485794.8
"Department of Homeland Security","Transportation Security Administration","Research and Development, TSA, Homeland Security",2105,0
"Department of Homeland Security","Transportation Security Administration","Procurement, Construction, and Improvements, Transportation Security Administration",2074,34564697.99
"Department of Homeland Security","Transportation Security Administration","Aviation Security Capital Fund",2165,14432260.5
"Department of Homeland Security","Transportation Security Administration","Research and Development, Transportation Security Administration",2142,0
"Department of Homeland Security","United States Coast Guard","Operating Expenses",2117,3334290689.59
"Department of Homeland Security","United States Coast Guard","Environmental Compliance and Restoration",2118,4725324.36
"Department of Homeland Security","United States Coast Guard","Reserve Training",2119,49544367
"Department of Homeland Security","United States Coast Guard","Acquisition, Construction, and Improvements",2120,785994247.25
"Department of Homeland Security","United States Coast Guard","Alteration of Bridges",2121,0
"Department of Homeland Security","United States Coast Guard","Research, Development, Test, and Evaluation",2122,2113788
"Department of Homeland Security","United States Coast Guard","Retired Pay",2116,826080203.36
"Department of Homeland Security","United States Coast Guard","Supply Fund",2154,22312636.28
"Department of Homeland Security","United States Coast Guard","Yard Fund",2157,60068152.76
"Department of Homeland Security","United States Coast Guard","Aquatic Resources Trust Fund",2196,0
"Department of Homeland Security","United States Coast Guard","Boat Safety",2197,108299943.2
"Department of Homeland Security","United States Coast Guard","General Gift Fund",2206,914722.34
"Department of Homeland Security","United States Coast Guard","Oil Spill Liability Trust Fund",2198,56150.02
"Department of Homeland Security","United States Coast Guard","Oil Spill Recovery",2202,7301976.79
"Department of Homeland Security","United States Coast Guard","Payment of Claims",2200,3087740.1
"Department of Homeland Security","United States Secret Service","Operations and Support",2067,837747779.06
"Department of Homeland Security","United States Secret Service","Contribution for Annuity Benefits, United States Secret Service",2071,103925704.88
"Department of Homeland Security","United States Secret Service","Procurement, Construction, and Improvements",2068,18758549.88
"Department of Homeland Security","United States Secret Service","Research and Development, United States Secret Service",2144,0
"Department of Homeland Security","National Protection and Programs Directorate","Operations and Support",2114,400599592.42
"Department of Homeland Security","National Protection and Programs Directorate","Operating Expenses",2150,0
"Department of Homeland Security","National Protection and Programs Directorate","Infrastructure Protection and Information Security",2113,126378269.69
"Department of Homeland Security","National Protection and Programs Directorate","Federal Protective Service",2098,989350373.04
"Department of Homeland Security","National Protection and Programs Directorate","Office of Biometric Identity Management",2088,1378461.13
"Department of Homeland Security","National Protection and Programs Directorate","Biodefense Countermeasures",2134,21.11
"Department of Homeland Security","National Protection and Programs Directorate","Procurement, Construction, and Improvements, National Protection and Programs Directorate",2076,27292271.54
"Department of Homeland Security","National Protection and Programs Directorate","Research and Development, National Protection and Programs Directorate",2145,1638183.28
"Department of Homeland Security","Office of Health Affairs","Operations and Support",2062,23799422.52
"Department of Homeland Security","Federal Emergency Management Agency","Federal Assistance, Federal Emergency Management Agency",2077,88767754.67
"Department of Homeland Security","Federal Emergency Management Agency","Operations and Support",2126,365076028.6
"Department of Homeland Security","Federal Emergency Management Agency","State and Local Programs",2109,811317.98
"Department of Homeland Security","Federal Emergency Management Agency","Office for Domestic Preparedness",2087,0
"Department of Homeland Security","Federal Emergency Management Agency","Firefighter Assistance Grants",2110,10050106.89
"Department of Homeland Security","Federal Emergency Management Agency","Emergency Management Performance Grants",2138,5178877.25
"Department of Homeland Security","Federal Emergency Management Agency","Radiological Emergency Preparedness Program",2135,12868105.49
"Department of Homeland Security","Federal Emergency Management Agency","United States Fire Administration",2112,41005.92
"Department of Homeland Security","Federal Emergency Management Agency","Disaster Relief Fund",2128,3134279083.08
"Department of Homeland Security","Federal Emergency Management Agency","Flood Map Modernization Fund",2080,16155243.39
"Department of Homeland Security","Federal Emergency Management Agency","National Flood Insurance Fund",2152,2367142306.49
"Department of Homeland Security","Federal Emergency Management Agency","National Flood Insurance Reserve Fund",2180,1488880503.43
"Department of Homeland Security","Federal Emergency Management Agency","National Pre-disaster Mitigation Fund",2136,20383593.56
"Department of Homeland Security","Federal Emergency Management Agency","National Predisaster Mitigation Grants",2127,0
"Department of Homeland Security","Federal Emergency Management Agency","Emergency Food and Shelter",2130,0
"Department of Homeland Security","Federal Emergency Management Agency","Readiness, Mitigation, Response, and Recovery",2132,0
"Department of Homeland Security","Federal Emergency Management Agency","Administrative and Regional Operations",2133,0
"Department of Homeland Security","Federal Emergency Management Agency","Disaster Assistance Direct Loan Program Account",2129,2339484.65
"Department of Homeland Security","Federal Emergency Management Agency","Procurement, Construction, and Improvements, Federal Emergency Management Agency",2078,3772490.91
"Department of Homeland Security","Citizenship and Immigration Services","Operations and Support",2066,39808239.13
"Department of Homeland Security","Citizenship and Immigration Services","Immigration Examinations Fee",2159,1889634978.19
"Department of Homeland Security","Citizenship and Immigration Services","H-1B Nonimmigrant Petitioner Account",2161,9749999.45
"Department of Homeland Security","Citizenship and Immigration Services","H1Band L Fraud Prevention and Detection Account",2166,16197019.83
"Department of Homeland Security","Citizenship and Immigration Services","Procurement, Construction, and Improvements, Citizenship and Immigration Services",2073,0
"Department of Homeland Security","Federal Law Enforcement Training Center","Operations and Support",2085,176568312
"Department of Homeland Security","Federal Law Enforcement Training Center","Procurement, Construction, and Improvements",2086,8140872.56
"Department of Homeland Security","Science and Technology","Operations and Support",2140,105691849.11
"Department of Homeland Security","Science and Technology","Management and Administration",2146,2345745.12
"Department of Homeland Security","Domestic Nuclear Detection Office","Operations and Support",2148,81893908.44
"Department of Homeland Security","Domestic Nuclear Detection Office","Research and Development",2147,55503988.94
"Department of Homeland Security","Domestic Nuclear Detection Office","Procurement, Construction and Improvements",2149,25829804.69
"Department of Homeland Security","Domestic Nuclear Detection Office","Federal Assistance, Office of Chemical, Biological, Radiological, Nuclear, and Explosives",2075,3995872.46
"Department of Housing and Urban Development","Public and Indian Housing Programs","Tenant-based Rental Assistance",2609,12551808673
"Department of Housing and Urban Development","Public and Indian Housing Programs","Prevention of Resident Displacement",2615,0
"Department of Housing and Urban Development","Public and Indian Housing Programs","Housing Certificate Fund",2620,0
"Department of Housing and Urban Development","Public and Indian Housing Programs","Public Housing Capital Fund",2611,42281567.17
"Department of Housing and Urban Development","Public and Indian Housing Programs","Public Housing Operating Fund",2582,2092105496
"Department of Housing and Urban Development","Public and Indian Housing Programs","Drug Elimination Grants for Low-income Housing",2594,0
"Department of Housing and Urban Development","Public and Indian Housing Programs","Choice Neighborhoods Initiative",2643,0
"Department of Housing and Urban Development","Public and Indian Housing Programs","Revitalization of Severely Distressed Public Housing (HOPE VI)",2599,0
"Department of Housing and Urban Development","Public and Indian Housing Programs","Family Self-Sufficiency",2644,0
"Department of Housing and Urban Development","Public and Indian Housing Programs","Native American Housing Block Grants",2616,43695836.44
"Department of Housing and Urban Development","Public and Indian Housing Programs","Native Hawaiian Housing Block Grant",2605,369.66
"Department of Housing and Urban Development","Public and Indian Housing Programs","Indian Housing Loan Guarantee Fund Program Account",2602,3756282.86
"Department of Housing and Urban Development","Public and Indian Housing Programs","Native Hawaiian Housing Loan Guarantee Fund Program Account",2603,0
"Department of Housing and Urban Development","Community Planning and Development","Housing Opportunities for Persons with AIDS",2614,77420433
